cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,happy,sclmeet,inmdisc,inprdsc,sclact,crmvct,aesfdrk,brghmwr,brghmef,crvctwr,crvctef,trrenyr,trrcnyr,trrprsn,trrtort,health,hlthhmp,rlgblg,rlgdnm,rlgblge,rlgdnme,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzship,ctzshipa,ctzshipb,ctzshipc,brncntr,cntbrth,cntbrtha,cntbrthb,cntbrthc,livecntr,livecnta,lnghoma,lnghom1,lnghomb,lnghom2,blgetmg,facntr,facntn,fbrncnt,fbrncnta,fbrncntb,mocntr,mocntn,mbrncnt,mbrncnta,mbrncntb
AT,ESS1-8e01,1.0,12.12.2018,9058,ESS8e02_1,8,2.1,630,0.82623702287674,1.30577182769775,0.370392886,4,3,,1,2,2,2,,,,,,,,,1,3,1,1,6,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9059,ESS8e02_1,8,2.1,632,0.92304664850235,0.403251260519028,0.370392886,7,5,,4,3,2,2,,,,,,,,,2,3,1,1,6,66,3,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9060,ESS8e02_1,8,2.1,634,0.898530960083008,0.713848888874054,0.370392886,9,6,,2,2,2,3,,,,,,,,,2,3,1,1,6,66,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9061,ESS8e02_1,8,2.1,635,1.22947192192078,0.930087268352509,0.370392886,9,4,,1,3,2,3,,,,,,,,,3,3,1,1,6,66,4,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9062,ESS8e02_1,8,2.1,640,0.536654055118561,0.369117796421051,0.370392886,10,6,,3,2,2,3,,,,,,,,,4,1,1,1,6,66,7,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9063,ESS8e02_1,8,2.1,644,0.590289652347565,0.540566086769104,0.370392886,5,6,,2,2,2,2,,,,,,,,,4,1,1,1,6,66,3,6,88,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9064,ESS8e02_1,8,2.1,645,1.02464294433594,1.20989525318146,0.370392886,6,5,,3,2,2,2,,,,,,,,,3,2,1,6,6,66,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,2,,,,TR,,1968,,TUR,,000,2,2,,,,TR,2,,,,TR
AT,ESS1-8e01,1.0,12.12.2018,9065,ESS8e02_1,8,2.1,648,0.50876247882843,0.907915771007538,0.370392886,8,4,,3,3,2,1,,,,,,,,,3,3,2,66,2,66,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,2,,,,EG,,1990,,GER,,ARA,1,2,,,,EG,2,,,,EG
AT,ESS1-8e01,1.0,12.12.2018,9066,ESS8e02_1,8,2.1,649,1.0683296918869,0.703142881393433,0.370392886,6,5,,4,2,2,4,,,,,,,,,3,2,1,1,6,66,7,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9067,ESS8e02_1,8,2.1,653,1.18057918548584,0.963044166564941,0.370392886,2,5,,2,3,2,2,,,,,,,,,1,3,1,1,6,66,5,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,ENG,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9068,ESS8e02_1,8,2.1,654,0.537116706371307,0.547890245914459,0.370392886,7,6,,5,4,2,2,,,,,,,,,1,3,1,1,6,66,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9069,ESS8e02_1,8,2.1,655,0.622807741165161,0.916606724262238,0.370392886,7,6,,4,4,1,3,,,,,,,,,2,3,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9070,ESS8e02_1,8,2.1,657,1.24561536312103,1.96855199337006,0.370392886,8,5,,3,3,2,2,,,,,,,,,2,3,1,1,6,66,7,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9071,ESS8e02_1,8,2.1,658,0.767498135566711,2.77886605262756,0.370392886,9,5,,6,4,2,1,,,,,,,,,1,3,2,66,1,3,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,DE,2,,,,DE,,2001,,GER,,ITA,2,2,,,,IT,2,,,,DE
AT,ESS1-8e01,1.0,12.12.2018,9072,ESS8e02_1,8,2.1,659,1.07330811023712,1.41843450069427,0.370392886,5,4,,4,2,2,2,,,,,,,,,2,3,1,1,6,66,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9073,ESS8e02_1,8,2.1,660,0.469583332538605,0.727824091911316,0.370392886,5,4,,3,3,2,3,,,,,,,,,3,1,1,1,6,66,8,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9074,ESS8e02_1,8,2.1,661,1.17752242088318,0.776514291763306,0.370392886,3,1,,1,1,2,2,,,,,,,,,1,3,2,66,1,1,10,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9075,ESS8e02_1,8,2.1,662,1.31558632850647,0.99523264169693,0.370392886,8,4,,3,3,2,1,,,,,,,,,2,3,1,1,6,66,2,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,2,,,,IT,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9076,ESS8e02_1,8,2.1,665,1.14478266239166,0.871917963027954,0.370392886,8,6,,2,3,2,3,,,,,,,,,2,3,1,1,6,66,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9077,ESS8e02_1,8,2.1,670,0.438528776168823,0.331744283437729,0.370392886,6,2,,4,4,1,2,,,,,,,,,1,3,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,2,,,,DE,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9078,ESS8e02_1,8,2.1,671,1.06079006195068,1.08206760883331,0.370392886,8,4,,3,2,2,1,,,,,,,,,2,3,2,66,2,66,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9079,ESS8e02_1,8,2.1,677,0.815388381481171,0.533718585968018,0.370392886,8,4,,5,2,2,3,,,,,,,,,2,3,1,1,6,66,6,6,77,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9080,ESS8e02_1,8,2.1,687,0.664559543132782,0.897609889507294,0.370392886,2,5,,2,1,2,2,,,,,,,,,4,1,1,1,6,66,5,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9081,ESS8e02_1,8,2.1,689,0.893642008304596,0.589309930801392,0.370392886,5,4,,4,2,2,4,,,,,,,,,3,2,1,1,6,66,7,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9082,ESS8e02_1,8,2.1,697,0.530395030975342,0.541033804416656,0.370392886,8,6,,3,3,2,1,,,,,,,,,1,3,1,1,6,66,5,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9083,ESS8e02_1,8,2.1,699,1.01102077960968,2.08787679672241,0.370392886,9,7,,4,5,2,1,,,,,,,,,1,3,1,1,6,66,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,2,,,,US
AT,ESS1-8e01,1.0,12.12.2018,9084,ESS8e02_1,8,2.1,701,1.79706227779388,2.78012871742249,0.370392886,6,4,,2,3,2,3,,,,,,,,,2,3,1,6,6,66,8,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,TR,2,,,,TR,,1987,,TUR,,GER,1,2,,,,TR,2,,,,TR
AT,ESS1-8e01,1.0,12.12.2018,9085,ESS8e02_1,8,2.1,704,0.546589612960815,0.380336493253708,0.370392886,6,6,,3,4,2,3,,,,,,,,,3,3,2,66,1,1,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9086,ESS8e02_1,8,2.1,706,4.32288026809692,2.22405815124512,0.370392886,7,4,,4,3,2,2,,,,,,,,,2,3,2,66,1,1,2,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9087,ESS8e02_1,8,2.1,707,1.62727522850037,2.1505298614502,0.370392886,9,4,,3,3,2,2,,,,,,,,,1,3,1,1,6,66,8,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,2,,,,ES,,1993,,GER,,SPA,1,2,,,,ES,2,,,,ES
AT,ESS1-8e01,1.0,12.12.2018,9088,ESS8e02_1,8,2.1,708,0.657435297966003,0.510569214820862,0.370392886,10,6,,1,3,2,3,,,,,,,,,2,3,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9089,ESS8e02_1,8,2.1,709,0.64259397983551,0.422936260700226,0.370392886,5,5,,4,3,1,1,,,,,,,,,2,2,1,1,6,66,4,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9090,ESS8e02_1,8,2.1,713,1.22308266162872,1.41972684860229,0.370392886,77,2,,4,2,2,2,,,,,,,,,3,2,1,1,6,66,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9091,ESS8e02_1,8,2.1,714,1.05534851551056,1.78312194347382,0.370392886,9,6,,4,4,2,2,,,,,,,,,1,3,1,99,6,66,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,DE,2,,,,DE,,2007,,GER,,000,2,2,,,,DE,2,,,,DE
AT,ESS1-8e01,1.0,12.12.2018,9092,ESS8e02_1,8,2.1,715,0.986855626106262,1.62437665462494,0.370392886,8,4,,3,3,2,2,,,,,,,,,1,3,1,1,6,66,7,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9093,ESS8e02_1,8,2.1,716,2.68454337120056,3.52829360961914,0.370392886,8,6,,4,2,2,1,,,,,,,,,1,3,1,1,6,66,4,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9094,ESS8e02_1,8,2.1,717,1.4405574798584,0.81448620557785,0.370392886,9,5,,3,2,2,2,,,,,,,,,2,3,1,1,6,66,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9095,ESS8e02_1,8,2.1,718,1.18997251987457,0.779363095760345,0.370392886,10,4,,2,2,2,2,,,,,,,,,3,1,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9096,ESS8e02_1,8,2.1,719,0.906825244426727,0.721786439418793,0.370392886,9,5,,4,3,2,2,,,,,,,,,2,3,1,1,6,66,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9097,ESS8e02_1,8,2.1,720,0.986855685710907,0.686940729618073,0.370392886,8,4,,3,2,2,2,,,,,,,,,1,3,1,1,6,66,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9098,ESS8e02_1,8,2.1,721,3.07719492912292,2.38977193832397,0.370392886,6,6,,4,3,2,2,,,,,,,,,1,3,2,66,1,1,1,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9099,ESS8e02_1,8,2.1,722,1.8684229850769,1.23212730884552,0.370392886,8,6,,5,3,2,2,,,,,,,,,2,3,1,1,6,66,4,4,77,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9100,ESS8e02_1,8,2.1,724,0.595352292060852,0.409491360187531,0.370392886,5,3,,4,2,2,1,,,,,,,,,3,2,1,1,6,66,3,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9101,ESS8e02_1,8,2.1,725,0.860594570636749,0.7881019115448,0.370392886,9,4,,3,3,2,2,,,,,,,,,2,3,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9102,ESS8e02_1,8,2.1,731,2.13929557800293,1.62938368320465,0.370392886,10,5,,6,3,2,2,,,,,,,,,1,3,1,1,6,66,2,5,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9103,ESS8e02_1,8,2.1,732,0.446821004152298,0.387643277645111,0.370392886,4,5,,3,4,1,2,,,,,,,,,3,3,1,1,6,66,8,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9104,ESS8e02_1,8,2.1,736,1.60447180271149,1.63665413856506,0.370392886,8,6,,4,4,2,3,,,,,,,,,2,3,1,1,6,66,0,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9105,ESS8e02_1,8,2.1,739,2.46713900566101,2.01254105567932,0.370392886,7,6,,4,3,2,1,,,,,,,,,2,3,1,1,6,66,4,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9106,ESS8e02_1,8,2.1,740,0.893207430839539,0.732215702533722,0.370392886,8,6,,2,2,2,3,,,,,,,,,1,3,2,66,1,2,3,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,HU,2,,,,HU,,2009,,GER,,HUN,2,2,,,,HU,2,,,,HU
AT,ESS1-8e01,1.0,12.12.2018,9107,ESS8e02_1,8,2.1,741,0.585741460323334,0.7391077876091,0.370392886,4,4,,1,2,2,4,,,,,,,,,4,2,1,1,6,66,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9108,ESS8e02_1,8,2.1,744,0.636711120605469,0.541741371154785,0.370392886,5,3,,0,1,1,3,,,,,,,,,3,3,1,1,6,66,2,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,ENG,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9109,ESS8e02_1,8,2.1,745,0.469583332538605,0.634258449077606,0.370392886,6,4,,2,1,2,1,,,,,,,,,3,2,1,1,6,66,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9110,ESS8e02_1,8,2.1,746,1.39071488380432,1.8367840051651,0.370392886,8,6,,1,4,1,1,,,,,,,,,2,2,1,1,6,66,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9111,ESS8e02_1,8,2.1,747,1.01752495765686,1.34471344947815,0.370392886,8,3,,1,8,2,3,,,,,,,,,2,3,1,1,6,66,7,88,88,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9112,ESS8e02_1,8,2.1,748,1.24984622001648,0.639873623847961,0.370392886,8,5,,4,8,2,2,,,,,,,,,3,3,1,2,6,66,4,4,88,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9113,ESS8e02_1,8,2.1,749,1.31487059593201,0.867088317871094,0.370392886,10,4,,1,3,2,3,,,,,,,,,1,3,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9114,ESS8e02_1,8,2.1,750,0.825905919075012,0.564951062202454,0.370392886,8,3,,6,3,2,1,,,,,,,,,1,3,1,1,6,66,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9115,ESS8e02_1,8,2.1,754,1.59740996360779,0.892757058143616,0.370392886,9,5,,6,3,1,2,,,,,,,,,1,3,1,1,6,66,9,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9116,ESS8e02_1,8,2.1,755,3.24002718925476,2.84033107757568,0.370392886,9,5,,4,3,2,2,,,,,,,,,1,3,1,1,6,66,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,HRV,,GER,1,2,,,,HR,2,,,,HR
AT,ESS1-8e01,1.0,12.12.2018,9117,ESS8e02_1,8,2.1,757,0.897752642631531,0.482683211565018,0.370392886,6,5,,4,8,2,3,,,,,,,,,3,2,1,1,6,66,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9118,ESS8e02_1,8,2.1,758,0.648005485534668,0.473831176757812,0.370392886,6,7,,4,2,2,2,,,,,,,,,4,2,1,1,6,66,5,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9119,ESS8e02_1,8,2.1,760,0.383749067783356,0.313039153814316,0.370392886,4,6,,1,1,2,2,,,,,,,,,3,1,1,1,6,66,3,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9120,ESS8e02_1,8,2.1,761,0.648005485534668,0.422076404094696,0.370392886,9,6,,4,3,2,2,,,,,,,,,2,3,1,1,6,66,4,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9121,ESS8e02_1,8,2.1,762,1.0683296918869,2.05831050872803,0.370392886,8,7,,4,5,1,3,,,,,,,,,1,3,1,2,6,66,5,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9122,ESS8e02_1,8,2.1,765,0.778175175189972,0.569013476371765,0.370392886,9,6,,1,4,2,2,,,,,,,,,1,3,1,1,6,66,4,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9123,ESS8e02_1,8,2.1,766,1.02869915962219,0.875261962413788,0.370392886,6,4,,3,3,2,2,,,,,,,,,3,3,1,1,6,66,88,5,88,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9124,ESS8e02_1,8,2.1,767,0.530395030975342,0.530394792556763,0.370392886,8,2,,1,1,2,2,,,,,,,,,1,3,1,1,6,66,9,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9125,ESS8e02_1,8,2.1,768,0.578808009624481,0.806916773319244,0.370392886,9,7,,4,5,1,3,,,,,,,,,1,3,1,1,6,66,7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9126,ESS8e02_1,8,2.1,769,0.933619320392609,0.707598447799683,0.370392886,9,4,,4,4,2,1,,,,,,,,,3,3,1,1,6,66,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9127,ESS8e02_1,8,2.1,770,0.866693615913391,1.19362568855286,0.370392886,7,5,,3,3,2,2,,,,,,,,,2,3,1,1,6,66,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9128,ESS8e02_1,8,2.1,772,0.398198902606964,0.616030275821686,0.370392886,10,3,,1,3,2,1,,,,,,,,,1,3,1,1,6,66,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9129,ESS8e02_1,8,2.1,773,0.622807681560516,0.505461096763611,0.370392886,8,4,,0,2,1,4,,,,,,,,,2,3,1,1,6,66,9,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9130,ESS8e02_1,8,2.1,774,0.939077138900757,0.729294002056122,0.370392886,9,5,,3,3,2,2,,,,,,,,,1,3,1,1,6,66,7,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9131,ESS8e02_1,8,2.1,778,0.778175175189972,0.903288066387177,0.370392886,7,6,,1,2,2,2,,,,,,,,,3,3,1,1,6,66,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9132,ESS8e02_1,8,2.1,779,0.695357441902161,0.728018462657928,0.370392886,7,4,,2,1,1,3,,,,,,,,,2,1,1,1,6,66,6,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
AT,ESS1-8e01,1.0,12.12.2018,9133,ESS8e02_1,8,2.1,780,0.687493085861206,0.472867012023926,0.370392886,8,6,,4,3,2,1,,,,,,,,,3,2,2,66,2,66,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,2,,,,CH
AT,ESS1-8e01,1.0,12.12.2018,9134,ESS8e02_1,8,2.1,783,1.14478266239166,0.871917963027954,0.370392886,7,6,,3,3,2,2,,,,,,,,,2,3,1,1,6,66,3,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,GER,,000,2,1,,,,66,1,,,,66
